Lp,Poziom,Tom,Rozdział,Jednostka,Nazwa paczki,Słowo ENG,Tłumaczenie PL,Zdanie ENG,Zdanie PL
4604,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Unikać,Boredom,Nuda,,
4605,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Unikać,Anxiety,Obawa; lęk,,
4606,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Unikać,Insult,Obelga,,
4607,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Unikać,Offense,Obraza; zniewaga,,
4608,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Unikać,Refusal,Odmowa,,
4609,3,Tom IV,Rozdział XXXVII,Czasowniki,Społeczeństwo,Graduate,Zostawać absolwentem; skończyć szkołę,,
4610,3,Tom IV,Rozdział XXXVII,Czasowniki,Społeczeństwo,Populate,Zaludniać; zasiedlać,,
4611,3,Tom IV,Rozdział XXXVII,Czasowniki,Społeczeństwo,Claim,Rościć sobie prawo,,
4612,3,Tom IV,Rozdział XXXVII,Czasowniki,Społeczeństwo,Spy,Szpiegować,,
4613,3,Tom IV,Rozdział XXXVII,Czasowniki,Społeczeństwo,Gamble,Uprawiać hazard; ryzykować,,
4614,3,Tom IV,Rozdział XXXVII,Czasowniki,Społeczeństwo,Obey,Być posłusznym; przestrzegać (zasad),,
4615,3,Tom IV,Rozdział XXXVII,Czasowniki,Społeczeństwo,Occupy,Zająć; okupować,,
4616,3,Tom IV,Rozdział XXXVII,Czasowniki,Społeczeństwo,Settle,Osiedlać się,,
4617,3,Tom IV,Rozdział XXXVII,Czasowniki,Społeczeństwo,Volunteer,Zgłaszać się na ochotnika,,
4618,3,Tom IV,Rozdział XXXVII,Czasowniki,Społeczeństwo,Grade,Wystawiać ocenę; oceniać,,
4619,3,Tom IV,Rozdział XXXVII,Czasowniki,Społeczeństwo,Host,Prowadzić (np. Program w tv),,
4620,3,Tom IV,Rozdział XXXVII,Czasowniki,Społeczeństwo,Shop,Robić zakupy,,
4621,3,Tom IV,Rozdział XXXVII,Czasowniki,Społeczeństwo,Command,Dowodzić; rozkazywać,,
4622,3,Tom IV,Rozdział XXXVII,Czasowniki,Społeczeństwo,Survey,Przeprowadzać sondaż; badać teren (grunt),,
4623,3,Tom IV,Rozdział XXXVII,Czasowniki,Społeczeństwo,Vaccinate,Szczepić,,
4624,3,Tom IV,Rozdział XXXVII,Zabronione,Rewelacja,Ingenious,Pomysłowy,,
4625,3,Tom IV,Rozdział XXXVII,Zabronione,Rewelacja,Lavish,Wystawny,,
4626,3,Tom IV,Rozdział XXXVII,Zabronione,Rewelacja,Momentous,Doniosły,,
4627,3,Tom IV,Rozdział XXXVII,Zabronione,Rewelacja,Princely,Iście królewski,,
4628,3,Tom IV,Rozdział XXXVII,Zabronione,Rewelacja,Righteous,Prawy (charakter),,
4629,3,Tom IV,Rozdział XXXVII,Zabronione,Rewelacja,Roaring,Rewelacyjny,,
4630,3,Tom IV,Rozdział XXXVII,Zabronione,Rewelacja,Shazam,Tadam,,
4631,3,Tom IV,Rozdział XXXVII,Zabronione,Rewelacja,Un-freakin-believable,Ja cię kręcę,,
4632,3,Tom IV,Rozdział XXXVII,Zabronione,Rewelacja,Wondrous,Cudowny; niezwykły,,
4633,3,Tom IV,Rozdział XXXVII,Zabronione,Rewelacja,Marvelous,Cudowny,,
4634,3,Tom IV,Rozdział XXXVII,Spójniki,Spójniki 4,Overall,Sumarycznie; w sumie,,
4635,3,Tom IV,Rozdział XXXVII,Spójniki,Spójniki 4,Thirdly,Po trzecie,,
4636,3,Tom IV,Rozdział XXXVII,Spójniki,Spójniki 4,While,Kiedy; podczas gdy,,
4637,3,Tom IV,Rozdział XXXVII,Spójniki,Spójniki 4,At first,Na początku; z początku,,
4638,3,Tom IV,Rozdział XXXVII,Spójniki,Spójniki 4,After all,Mimo wszystko; koniec końców,,
4639,3,Tom IV,Rozdział XXXVII,Spójniki,Spójniki 4,In conclusion,Na zakończenie,,
4640,3,Tom IV,Rozdział XXXVII,Spójniki,Spójniki 4,In summary,W skrócie,,
4641,3,Tom IV,Rozdział XXXVII,Spójniki,Spójniki 4,Above all,Ponad wszystko; przede wszystkim,,
4642,3,Tom IV,Rozdział XXXVII,Spójniki,Spójniki 4,All in all,Ogólnie rzecz biorąc (podsumowujesz),,
4643,3,Tom IV,Rozdział XXXVII,Spójniki,Spójniki 4,In particular,W szczególności,,
4644,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Dolegliwości,Coma,Śpiączka,,
4645,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Dolegliwości,Sleeping pill,Środek nasenny,,
4646,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Dolegliwości,Prescription,Recepta,,
4647,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Dolegliwości,Checkup,Badanie kontrolne (u lekarza),,
4648,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Dolegliwości,Scar,Blizna,,
4649,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Dolegliwości,Backache,Ból pleców,,
4650,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Dolegliwości,Surgery,Chirurgia; operacja,,
4651,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Dolegliwości,Diagnosis,Diagnoza,,
4652,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Dolegliwości,Exam room,Gabinet lekarski,,
4653,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Dolegliwości,Hallucination,Halucynacja,,
4654,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Dolegliwości,Infection,Infekcja,,
4655,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Dolegliwości,Emergency room,Izba przyjęć,,
4656,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Dolegliwości,Nose drops,Krople do nosa,,
4657,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Dolegliwości,Eye drops,Krople do oczu,,
4658,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Dolegliwości,Bleeding,Krwawienie; krwotok,,
4659,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Szkoła,Crayons,Kredki,,
4660,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Szkoła,Sticker,Naklejka,,
4661,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Szkoła,Draft,Brudnopis; szkic (coś wstępnego),,
4662,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Szkoła,Consultation,Konsultacje,,
4663,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Szkoła,Instruction,Polecenie,,
4664,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Szkoła,Master,Magister; mistrz,,
4665,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Szkoła,Matura exam,Matura,,
4666,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Szkoła,Attendance,Obecność na czymś; uczęszczanie,,
4667,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Szkoła,Institute of technology,Politechnika,,
4668,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Szkoła,Retake,Poprawa (egzaminu),,
4669,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Szkoła,School subject,Przedmiot szkolny,,
4670,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Szkoła,Semester,Semestr,,
4671,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Szkoła,Grade,Stopień; ocena (w szkole),,
4672,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Szkoła,Chalkboard,Tablica kredowa,,
4673,3,Tom IV,Rozdział XXXVII,Rzeczowniki,Szkoła,Faculty,Wydział; kadra akademicka,,
4674,3,Tom IV,Rozdział XXXVII,Przymiotniki,Miary,Spacious,Przestronny,,
4675,3,Tom IV,Rozdział XXXVII,Przymiotniki,Miary,Smooth,Gładki,,
4676,3,Tom IV,Rozdział XXXVII,Przymiotniki,Miary,Massive,Masywny; ogromny,,
4677,3,Tom IV,Rozdział XXXVII,Przymiotniki,Miary,Enormous,Olbrzymi; ogromny,,
4678,3,Tom IV,Rozdział XXXVII,Przymiotniki,Miary,Full-size,Pełnego rozmiaru,,
4679,3,Tom IV,Rozdział XXXVII,Przymiotniki,Miary,Curvy,Wygięty; zakrzywiony,,
4680,3,Tom IV,Rozdział XXXVII,Przymiotniki,Miary,Petite,Drobny; filigranowy,,
4681,3,Tom IV,Rozdział XXXVII,Przymiotniki,Miary,Mid-size,Średniej wielkości,,
4682,3,Tom IV,Rozdział XXXVII,Przymiotniki,Miary,Circular,Okrężny (o kształcie okręgu),,
4683,3,Tom IV,Rozdział XXXVII,Przymiotniki,Miary,Rough,Szorstki,,
4684,3,Tom IV,Rozdział XXXVII,Przymiotniki,Miary,Square,Kwadratowy; czworokątny,,
4685,3,Tom IV,Rozdział XXXVII,Przymiotniki,Miary,Slight,Niewielki; drobny,,
4686,3,Tom IV,Rozdział XXXVII,Przymiotniki,Miary,Even,Płaski,,
4687,3,Tom IV,Rozdział XXXVII,Przymiotniki,Miary,Even,Wyrównany; równy,,
4688,3,Tom IV,Rozdział XXXVII,Przymiotniki,Miary,Curious,Ciekawy (czegoś),,
4689,3,Tom IV,Rozdział XXXVII,Slang,Praca,Be in saddle,Rządzić w domu (być głową rodziny); panować nad własnym losem,,
4690,3,Tom IV,Rozdział XXXVII,Slang,Praca,Beat,Przetyrany,,
4691,3,Tom IV,Rozdział XXXVII,Slang,Praca,Green,"Zielony (młokos, niedoświadczony)",,
4692,3,Tom IV,Rozdział XXXVII,Slang,Praca,Hit-and-miss,Na odwal; po łebkach (o pracy),,
4693,3,Tom IV,Rozdział XXXVII,Slang,Praca,Take a rain-check,Zrobić coś później; potwierdzić coś,,
4694,3,Tom IV,Rozdział XXXVII,Slang,Praca,Sloppy job,Niedbale wykonana praca (chałtura),,
4695,3,Tom IV,Rozdział XXXVII,Slang,Praca,Work under the table,Pracować na czarno,,
4696,3,Tom IV,Rozdział XXXVII,Slang,Praca,Buckle up,Zabierać się do roboty; zapiąć pasy (początek akcji),,
4697,3,Tom IV,Rozdział XXXVII,Slang,Praca,Big timer,Wielka szycha,,
4698,3,Tom IV,Rozdział XXXVII,Slang,Praca,Head man,Szef (dyro),,
4699,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sprzęt elektroniczny,Wire,Drut; przewód,,
4700,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sprzęt elektroniczny,Appliance,Urządzenie (domowe),,
4701,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sprzęt elektroniczny,Headset,Zestaw słuchawkowy (nakładany na głowę),,
4702,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sprzęt elektroniczny,Electronics,Elektronika,,
4703,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sprzęt elektroniczny,Manual,Instrukcja obsługi,,
4704,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sprzęt elektroniczny,Specification,Specyfikacja,,
4705,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sprzęt elektroniczny,Recorder,"Rejestrator (np. Dźwięku, video)",,
4706,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sprzęt elektroniczny,Gadget,Gadżet,,
4707,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sprzęt elektroniczny,Speaker,Głośnik,,
4708,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sprzęt elektroniczny,Home theater,Kino domowe,,
4709,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sprzęt elektroniczny,Recorder,Nagrywarka,,
4710,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sprzęt elektroniczny,Reminder,Przypomnienie,,
4711,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sprzęt elektroniczny,Device,Przyrząd; urządzenie,,
4712,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sprzęt elektroniczny,Standby,Stan gotowości,,
4713,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sprzęt elektroniczny,Tablet,Tablet,,
4714,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Śmierć,Funeral,Pogrzeb,,
4715,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Śmierć,Death,Śmierć,,
4716,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Śmierć,Poison,Trucizna,,
4717,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Śmierć,Grave,Grób,,
4718,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Śmierć,Suicide,Samobójstwo,,
4719,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Śmierć,Testament,Testament,,
4720,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Śmierć,Dying,Umieranie,,
4721,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Śmierć,Abortion,Aborcja,,
4722,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Śmierć,Death certificate,Akt zgonu,,
4723,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Śmierć,Cemetery,Cmentarz,,
4724,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Śmierć,Execution,Egzekucja,,
4725,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Śmierć,Tomb,Grobowiec,,
4726,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Śmierć,Condolences,Kondolencje,,
4727,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Śmierć,Last will,Ostatnia wola,,
4728,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Śmierć,Corpse,Zwłoki,,
4729,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sądownicze,Fine,Grzywna,,
4730,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sądownicze,Jury,Jury; ława przysięgłych,,
4731,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sądownicze,Prisoner,Więzień,,
4732,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sądownicze,Victim,Ofiara,,
4733,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sądownicze,Crime,Zbrodnia; przestępstwo,,
4734,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sądownicze,Self-defense,Samoobrona,,
4735,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sądownicze,Protection,Zabezpieczenie; ochrona,,
4736,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sądownicze,Penalty,Kara (za złamanie prawa); rzut karny,,
4737,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sądownicze,Theft,Kradzież,,
4738,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sądownicze,Innocence,Niewinność,,
4739,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sądownicze,Arrest,Aresztowanie,,
4740,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sądownicze,Proof,Dowód,,
4741,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sądownicze,Witness,Świadek,,
4742,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sądownicze,Alibi,Alibi,,
4743,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Sądownicze,Trial,"Rozprawa, proces",,
4744,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Przemysł,Energy,Energia,,
4745,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Przemysł,Power,Władza; moc,,
4746,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Przemysł,Mine,Kopalnia,,
4747,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Przemysł,Waste,Odpady,,
4748,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Przemysł,Works,Prace; roboty (np. Drogowe),,
4749,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Przemysł,Pollution,Zanieczyszczenie,,
4750,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Przemysł,Recycling,Recykling,,
4751,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Przemysł,Automation,Automatyzacja,,
4752,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Przemysł,Innovation,Innowacja,,
4753,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Przemysł,Production,Produkcja,,
4754,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Przemysł,Industry,Przemysł,,
4755,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Przemysł,Sector,Sektor,,
4756,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Przemysł,Mechanism,Mechanizm,,
4757,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Przemysł,Electricity,Prąd,,
4758,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Przemysł,Engineering,Inżynieria,,
4759,3,Tom IV,Rozdział XXXVIII,Czasowniki,Masterchef,Sweeten,Słodzić coś,,
4760,3,Tom IV,Rozdział XXXVIII,Czasowniki,Masterchef,Crunch,Chrupać,,
4761,3,Tom IV,Rozdział XXXVIII,Czasowniki,Masterchef,Peel,Obierać,,
4762,3,Tom IV,Rozdział XXXVIII,Czasowniki,Masterchef,Roast,Piec mięso,,
4763,3,Tom IV,Rozdział XXXVIII,Czasowniki,Masterchef,Season,Przyprawiać,,
4764,3,Tom IV,Rozdział XXXVIII,Czasowniki,Masterchef,Chop,Siekać,,
4765,3,Tom IV,Rozdział XXXVIII,Czasowniki,Masterchef,Grate,Zetrzeć,,
4766,3,Tom IV,Rozdział XXXVIII,Czasowniki,Masterchef,Slash,Ciąć (długie cięcie czymś bardzo ostrym),,
4767,3,Tom IV,Rozdział XXXVIII,Czasowniki,Masterchef,Stir,"Mieszać (płyny, substancje, aby je ze sobą połączyć)",,
4768,3,Tom IV,Rozdział XXXVIII,Czasowniki,Masterchef,Whip,Ubijać (mocno),,
4769,3,Tom IV,Rozdział XXXVIII,Czasowniki,Masterchef,Whisp,Ubijać (lekko),,
4770,3,Tom IV,Rozdział XXXVIII,Czasowniki,Masterchef,Stir-fry,"Smażyć na dużym ogniu, mieszając",,
4771,3,Tom IV,Rozdział XXXVIII,Czasowniki,Masterchef,Blend,Blendować; miksować,,
4772,3,Tom IV,Rozdział XXXVIII,Czasowniki,Masterchef,Dine,Stołować się,,
4773,3,Tom IV,Rozdział XXXVIII,Czasowniki,Masterchef,Melt,Roztapiać,,
4774,3,Tom IV,Rozdział XXXVIII,Phrasale,Biznes,Sell off,Wyprzedawać; likwidować się,,
4775,3,Tom IV,Rozdział XXXVIII,Phrasale,Biznes,Send sth back,Odesłać coś,,
4776,3,Tom IV,Rozdział XXXVIII,Phrasale,Biznes,Be out,"Zostać wydanym (np. O płycie, filmie)",,
4777,3,Tom IV,Rozdział XXXVIII,Phrasale,Biznes,Be out of sth,Nie mieć czegoś na stanie,,
4778,3,Tom IV,Rozdział XXXVIII,Phrasale,Biznes,Pay off,Opłacać się,,
4779,3,Tom IV,Rozdział XXXVIII,Phrasale,Biznes,Lay off,Zwalniać kogoś,,
4780,3,Tom IV,Rozdział XXXVIII,Phrasale,Biznes,Let out,"Wynajmować (komuś, np. Mieszkanie)",,
4781,3,Tom IV,Rozdział XXXVIII,Phrasale,Biznes,Set up,"Założyć; otworzyć (np. Firmę, organizację)",,
4782,3,Tom IV,Rozdział XXXVIII,Phrasale,Biznes,Shut down,Zamknąć (biznes),,
4783,3,Tom IV,Rozdział XXXVIII,Phrasale,Biznes,Close down,Zakończyć działalność,,
4784,3,Tom IV,Rozdział XXXVIII,Skróty,Biznes,Vp,Wiceprezydent  (skrót),,
4785,3,Tom IV,Rozdział XXXVIII,Skróty,Biznes,Wysiwyg,"Dostajesz to, co widzisz (skrót)",,
4786,3,Tom IV,Rozdział XXXVIII,Skróty,Biznes,Cta,Wezwanie do działania (skrót),,
4787,3,Tom IV,Rozdział XXXVIII,Skróty,Biznes,Eod,Koniec dnia (skrót),,
4788,3,Tom IV,Rozdział XXXVIII,Skróty,Biznes,Fifo,"Pierwsze wchodzi, pierwsze wychodzi (skrót)",,
4789,3,Tom IV,Rozdział XXXVIII,Skróty,Biznes,Roa,Zwrot z aktywów (skrót),,
4790,3,Tom IV,Rozdział XXXVIII,Skróty,Biznes,Roi,Zwrot z inwestycji (skrót),,
4791,3,Tom IV,Rozdział XXXVIII,Skróty,Biznes,Tbd,Do rozstrzygnięcia (skrót),,
4792,3,Tom IV,Rozdział XXXVIII,Skróty,Biznes,Nfs,Nie na sprzedaż (skrót),,
4793,3,Tom IV,Rozdział XXXVIII,Skróty,Biznes,Nth,Fajnie mieć (skrót),,
4794,3,Tom IV,Rozdział XXXVIII,Przymiotniki,Kierunek,Two-way,W dwie strony,,
4795,3,Tom IV,Rozdział XXXVIII,Przymiotniki,Kierunek,One-way,Jednokierunkowy,,
4796,3,Tom IV,Rozdział XXXVIII,Przymiotniki,Kierunek,Directed,Skierowany,,
4797,3,Tom IV,Rozdział XXXVIII,Przymiotniki,Kierunek,Two way,Dwukierunkowy,,
4798,3,Tom IV,Rozdział XXXVIII,Przymiotniki,Kierunek,One way,W jedną stronę,,
4799,3,Tom IV,Rozdział XXXVIII,Przymiotniki,Kierunek,Straight,"Prosty (biegnący prosto, nieskrzywiony)",,
4800,3,Tom IV,Rozdział XXXVIII,Przymiotniki,Kierunek,Opposite,Przeciwny; odwrotny,,
4801,3,Tom IV,Rozdział XXXVIII,Przymiotniki,Kierunek,Clockwise,Zgodny z ruchem wskazówek zegara,,
4802,3,Tom IV,Rozdział XXXVIII,Przymiotniki,Kierunek,Counterclockwise,Przeciwny do ruchu wskazówek zegara,,
4803,3,Tom IV,Rozdział XXXVIII,Przymiotniki,Kierunek,Reverse,Odwrotny; wsteczny,,
4804,3,Tom IV,Rozdział XXXVIII,Przymiotniki,Kierunek,Horizontal,Poziomy; horyzontalny,,
4805,3,Tom IV,Rozdział XXXVIII,Przymiotniki,Kierunek,Vertical,Wertykalny; pionowy,,
4806,3,Tom IV,Rozdział XXXVIII,Przymiotniki,Kierunek,Directional,Kierunkowy,,
4807,3,Tom IV,Rozdział XXXVIII,Przymiotniki,Kierunek,Upright,Pionowy; wyprostowany,,
4808,3,Tom IV,Rozdział XXXVIII,Przymiotniki,Kierunek,Diagonal,Ukośny,,
4809,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Nauki ścisłe,Observation,Obserwacja,,
4810,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Nauki ścisłe,Precision,Precyzja,,
4811,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Nauki ścisłe,Infinity,Nieskończoność,,
4812,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Nauki ścisłe,Oxygen,Tlen,,
4813,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Nauki ścisłe,Clarification,Doprecyzowanie; wyjaśnienie,,
4814,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Nauki ścisłe,Aspect,Aspekt,,
4815,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Nauki ścisłe,Column,Kolumna,,
4816,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Nauki ścisłe,Row,Rząd; wiersz,,
4817,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Nauki ścisłe,Research,Badanie (naukowe),,
4818,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Nauki ścisłe,Digit,Cyfra,,
4819,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Nauki ścisłe,Factor,Czynnik,,
4820,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Nauki ścisłe,Diagram,Diagram,,
4821,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Nauki ścisłe,Definition,Definicja,,
4822,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Nauki ścisłe,Addition,Dodawanie,,
4823,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Nauki ścisłe,Division,Dzielenie,,
4824,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Biżuteria,Wedding ring,Obrączka,,
4825,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Biżuteria,Gem,Kamień szlachetny,,
4826,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Biżuteria,Crown,Korona,,
4827,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Biżuteria,Chain,Łańcuch; łańcuszek,,
4828,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Biżuteria,Necklace,Naszyjnik,,
4829,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Biżuteria,Pearls,Perły,,
4830,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Biżuteria,Ruby,Rubin,,
4831,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Biżuteria,Signet ring,Sygnet,,
4832,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Biżuteria,Keyring,Breloczek,,
4833,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Biżuteria,Jewel,Klejnot,,
4834,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Biżuteria,Clasp,Zapięcie,,
4835,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Biżuteria,Medallion,Medalion,,
4836,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Biżuteria,Buckle,Klamra; szprzączka,,
4837,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Biżuteria,Bracelet,Bransoletka,,
4838,3,Tom IV,Rozdział XXXVIII,Rzeczowniki,Biżuteria,Sapphire,Szafir,,
4839,3,Tom IV,Rozdział XXXIX,Czasowniki,Natura,Bite,Gryźć,,
4840,3,Tom IV,Rozdział XXXIX,Czasowniki,Natura,Blow,Dmuchać; wiać,,
4841,3,Tom IV,Rozdział XXXIX,Czasowniki,Natura,Snow,Śnieżyć,,
4842,3,Tom IV,Rozdział XXXIX,Czasowniki,Natura,Bark,Szczekać,,
4843,3,Tom IV,Rozdział XXXIX,Czasowniki,Natura,Meow,Miauczeć,,
4844,3,Tom IV,Rozdział XXXIX,Czasowniki,Natura,Cool,Chłodzić,,
4845,3,Tom IV,Rozdział XXXIX,Czasowniki,Natura,Fetch,Aportować; przynosić,,
4846,3,Tom IV,Rozdział XXXIX,Czasowniki,Natura,Heat,Podgrzać,,
4847,3,Tom IV,Rozdział XXXIX,Czasowniki,Natura,Plant,Sadzić,,
4848,3,Tom IV,Rozdział XXXIX,Czasowniki,Natura,Pollinate,Zapylać,,
4849,3,Tom IV,Rozdział XXXIX,Czasowniki,Natura,Purr,Mruczeć,,
4850,3,Tom IV,Rozdział XXXIX,Czasowniki,Natura,Sprinkle,Prószyć,,
4851,3,Tom IV,Rozdział XXXIX,Czasowniki,Natura,Stroke,Głaskać (zwierzęce futro),,
4852,3,Tom IV,Rozdział XXXIX,Czasowniki,Natura,Survive,Przetrwać,,
4853,3,Tom IV,Rozdział XXXIX,Czasowniki,Natura,Warm,Ogrzewać,,
4854,3,Tom IV,Rozdział XXXIX,Phrasale,Komunikacja,Fill sb in,Zdawać komuś relację; wprowadzać kogoś (w temat),,
4855,3,Tom IV,Rozdział XXXIX,Phrasale,Komunikacja,Insist on sth,Upierać się; nalegać na coś,,
4856,3,Tom IV,Rozdział XXXIX,Phrasale,Komunikacja,Keep sth to oneself,Zatrzymać coś dla siebie,,
4857,3,Tom IV,Rozdział XXXIX,Phrasale,Komunikacja,Own up,Przyznać się,,
4858,3,Tom IV,Rozdział XXXIX,Phrasale,Komunikacja,Pin down,Sprecyzować coś; określić,,
4859,3,Tom IV,Rozdział XXXIX,Phrasale,Komunikacja,Put in,Wtrącić; dodać (do rozmowy),,
4860,3,Tom IV,Rozdział XXXIX,Phrasale,Komunikacja,Sink in,Przyjąć do wiadomości; oswoić się z informacją,,
4861,3,Tom IV,Rozdział XXXIX,Phrasale,Komunikacja,Butt in,Wtrącić się do rozmowy,,
